PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,deck,num,side
1547_01,Earth,False,TRAPPIST-1e,21.0,False,False,False,False,False,False,False,F,301.0,S
1548_01,Europa,True,55 Cancri e,51.0,False,False,False,False,False,False,True,B,50.0,P
1548_02,Europa,True,TRAPPIST-1e,18.0,False,False,False,False,False,False,True,B,50.0,P
1550_01,Europa,False,TRAPPIST-1e,26.0,False,False,False,False,False,False,False,C,58.0,S
1550_02,Europa,False,55 Cancri e,53.0,True,True,True,True,True,True,False,F,427.0,S
1551_01,Europa,False,TRAPPIST-1e,30.0,False,False,False,False,False,False,True,E,96.0,P
1552_01,Earth,True,TRAPPIST-1e,37.0,False,False,False,False,False,False,False,G,240.0,S
1555_01,Europa,False,TRAPPIST-1e,45.0,False,False,False,False,False,False,False,A,18.0,S
1558_01,Earth,False,TRAPPIST-1e,62.0,False,False,False,False,False,False,False,G,247.0,P
1560_01,Earth,False,TRAPPIST-1e,38.0,False,False,False,False,False,False,False,G,242.0,S
1561_01,Earth,False,55 Cancri e,24.0,False,False,False,False,False,False,False,F,305.0,P
1562_01,Earth,False,TRAPPIST-1e,18.0,False,False,False,False,False,False,False,F,306.0,P
1564_01,Mars,True,TRAPPIST-1e,23.0,False,False,False,False,False,False,False,F,303.0,S
1565_01,Earth,False,PSO J318.5-22,16.0,False,False,False,False,False,False,False,F,304.0,S
1567_01,Europa,True,TRAPPIST-1e,37.0,False,False,False,False,False,False,True,B,53.0,P
1568_01,Earth,False,TRAPPIST-1e,22.0,False,False,False,False,False,False,False,F,427.0,S
1568_02,Earth,True,PSO J318.5-22,18.0,False,False,False,False,False,False,True,G,248.0,P
1569_01,Mars,True,TRAPPIST-1e,25.0,False,False,False,False,False,False,True,F,308.0,P
1572_01,Earth,False,TRAPPIST-1e,26.0,False,False,False,False,False,False,False,G,249.0,P
1572_02,Earth,False,TRAPPIST-1e,25.0,False,False,False,False,False,False,False,F,309.0,P
1573_01,Mars,False,TRAPPIST-1e,55.0,False,False,False,False,False,False,False,D,56.0,S
1576_01,Mars,False,TRAPPIST-1e,28.0,False,False,False,False,False,False,False,E,97.0,P
1577_01,Earth,False,TRAPPIST-1e,23.0,False,False,False,False,False,False,True,F,310.0,P
1578_01,Earth,False,TRAPPIST-1e,22.0,False,False,False,False,False,False,False,E,98.0,P
1579_01,Earth,False,55 Cancri e,26.0,False,False,False,False,False,False,True,F,311.0,P
1580_01,Earth,False,TRAPPIST-1e,13.0,False,False,False,False,False,False,False,G,246.0,S
1580_02,Earth,False,TRAPPIST-1e,18.0,False,False,False,False,False,False,False,G,246.0,S
1581_01,Mars,True,TRAPPIST-1e,38.0,False,False,False,False,False,False,True,F,312.0,P
1581_02,Mars,True,TRAPPIST-1e,28.0,False,False,False,False,False,False,True,F,427.0,S
1584_01,Earth,False,TRAPPIST-1e,57.0,False,False,False,False,False,False,False,F,314.0,P
1584_02,Earth,True,TRAPPIST-1e,0.0,False,False,False,False,False,False,False,G,251.0,P
1585_01,Earth,True,TRAPPIST-1e,18.0,False,False,False,False,False,False,True,G,252.0,P
1588_01,Europa,True,TRAPPIST-1e,25.0,False,False,False,False,False,False,True,E,99.0,P
1588_02,Europa,False,55 Cancri e,35.0,False,False,False,False,False,False,True,E,99.0,P
1590_01,Europa,False,TRAPPIST-1e,37.0,False,False,False,False,False,False,True,D,57.0,S
1590_02,Europa,False,55 Cancri e,33.0,False,False,False,False,False,False,False,D,57.0,S
1592_01,Europa,False,TRAPPIST-1e,35.0,False,False,False,False,False,False,True,C,60.0,S
1592_02,Europa,False,55 Cancri e,47.0,False,False,False,False,False,False,True,C,60.0,S
1593_01,Earth,False,TRAPPIST-1e,23.0,False,False,False,False,False,False,False,E,114.0,S
1594_01,Earth,False,TRAPPIST-1e,27.0,False,False,False,False,False,False,True,G,253.0,P
1595_01,Europa,False,55 Cancri e,27.0,False,False,False,False,False,False,True,C,57.0,P
1596_01,Europa,True,TRAPPIST-1e,23.0,False,False,False,False,False,False,True,B,54.0,P
1597_01,Earth,True,TRAPPIST-1e,31.0,False,False,False,False,False,False,True,G,254.0,P
1599_01,Europa,True,TRAPPIST-1e,19.0,False,False,False,False,False,False,True,C,58.0,P
1599_02,Europa,True,55 Cancri e,53.0,False,False,False,False,False,False,True,C,58.0,P
1601_01,Earth,False,TRAPPIST-1e,37.0,False,False,False,False,False,False,False,G,255.0,P
1602_01,Earth,False,TRAPPIST-1e,18.0,False,False,False,False,False,False,False,F,307.0,S
1603_01,Earth,False,TRAPPIST-1e,42.0,False,False,False,False,False,False,False,F,317.0,P
1603_02,Earth,True,TRAPPIST-1e,7.0,False,False,False,False,False,False,True,G,256.0,P
1603_03,Earth,False,55 Cancri e,7.0,False,False,False,False,False,False,True,G,256.0,P
1604_01,Earth,False,TRAPPIST-1e,24.0,False,False,False,False,False,False,False,G,257.0,P
1606_01,Europa,False,TRAPPIST-1e,20.0,False,False,False,False,False,False,True,E,116.0,S
1608_01,Earth,False,TRAPPIST-1e,24.0,False,False,False,False,False,False,False,F,319.0,P
1611_01,Earth,False,TRAPPIST-1e,42.0,False,False,False,False,False,False,True,G,248.0,S
1612_01,Europa,False,TRAPPIST-1e,49.0,False,False,False,False,False,False,True,E,101.0,P
1612_02,Europa,True,TRAPPIST-1e,47.0,False,False,False,False,False,False,True,E,101.0,P
1613_01,Earth,False,55 Cancri e,16.0,False,False,False,False,False,False,False,F,427.0,S
1614_01,Mars,False,TRAPPIST-1e,26.0,True,True,True,True,True,True,False,F,321.0,P
1615_01,Earth,False,TRAPPIST-1e,24.0,False,False,False,False,False,False,False,F,322.0,P
1615_02,Earth,True,TRAPPIST-1e,38.0,False,False,False,False,False,False,True,G,259.0,P
1615_03,Earth,False,TRAPPIST-1e,0.0,False,False,False,False,False,False,True,G,259.0,P
1617_01,Mars,False,PSO J318.5-22,37.0,False,False,False,False,False,False,False,D,53.0,P
1619_01,Earth,True,TRAPPIST-1e,39.0,False,False,False,False,False,False,True,G,249.0,S
1621_01,Earth,False,55 Cancri e,25.0,False,False,False,False,False,False,True,F,308.0,S
1621_02,Earth,False,PSO J318.5-22,25.0,False,False,False,False,False,False,False,F,308.0,S
1622_01,Mars,True,TRAPPIST-1e,35.0,False,False,False,False,False,False,True,F,323.0,P
1624_01,Earth,True,PSO J318.5-22,0.0,False,False,False,False,False,False,True,G,250.0,S
1624_02,Earth,False,55 Cancri e,46.0,False,False,False,False,False,False,True,G,250.0,S
1624_03,Earth,False,TRAPPIST-1e,4.0,False,False,False,False,False,False,True,G,250.0,S
1625_01,Europa,True,55 Cancri e,19.0,False,False,False,False,False,False,True,C,59.0,P
1625_02,Europa,False,TRAPPIST-1e,29.0,False,False,False,False,False,False,False,C,59.0,P
1626_01,Earth,False,TRAPPIST-1e,19.0,False,False,False,False,False,False,False,F,324.0,P
1628_01,Europa,True,TRAPPIST-1e,47.0,False,False,False,False,False,False,True,B,71.0,S
1630_01,Earth,True,PSO J318.5-22,1.0,False,False,False,False,False,False,True,G,252.0,S
1630_02,Earth,True,TRAPPIST-1e,4.0,False,False,False,False,False,False,False,G,252.0,S
1630_03,Earth,False,TRAPPIST-1e,37.0,False,False,False,False,False,False,False,F,309.0,S
1631_01,Earth,False,TRAPPIST-1e,61.0,False,False,False,False,False,False,False,E,118.0,S
1632_01,Europa,True,TRAPPIST-1e,32.0,False,False,False,False,False,False,True,C,62.0,S
1633_01,Earth,True,TRAPPIST-1e,4.0,False,False,False,False,False,False,True,G,261.0,P
1633_02,Earth,True,TRAPPIST-1e,16.0,False,False,False,False,False,False,True,G,261.0,P
1634_01,Earth,True,55 Cancri e,25.0,False,False,False,False,False,False,False,G,253.0,S
1635_01,Earth,False,TRAPPIST-1e,22.0,False,False,False,False,False,False,False,F,325.0,P
1636_01,Earth,False,TRAPPIST-1e,41.0,False,False,False,False,False,False,False,G,254.0,S
1637_01,Earth,True,TRAPPIST-1e,25.0,False,False,False,False,False,False,True,G,255.0,S
1638_01,Earth,False,TRAPPIST-1e,19.0,False,False,False,False,False,False,False,E,119.0,S
1640_01,Earth,False,TRAPPIST-1e,21.0,False,False,False,False,False,False,True,G,262.0,P
1644_01,Earth,False,55 Cancri e,14.0,False,False,False,False,False,False,False,F,327.0,P
1645_01,Earth,True,55 Cancri e,18.0,False,False,False,False,False,False,False,F,427.0,S
1646_01,Earth,False,TRAPPIST-1e,34.0,False,False,False,False,False,False,True,G,264.0,P
1647_01,Earth,False,TRAPPIST-1e,33.0,False,False,False,False,False,False,False,F,328.0,P
1649_01,Earth,True,55 Cancri e,14.0,False,False,False,False,False,False,False,G,265.0,P
1650_01,Earth,True,55 Cancri e,28.0,False,False,False,False,False,False,True,G,258.0,S
1651_01,Earth,True,PSO J318.5-22,43.0,False,False,False,False,False,False,False,G,266.0,P
1651_02,Earth,False,55 Cancri e,3.0,False,False,False,False,False,False,True,G,266.0,P
1651_03,Earth,True,PSO J318.5-22,0.0,False,False,False,False,False,False,True,G,266.0,P
1653_01,Europa,False,TRAPPIST-1e,47.0,False,False,False,False,False,False,False,A,19.0,S
1655_01,Earth,False,TRAPPIST-1e,28.0,False,False,False,False,False,False,False,F,427.0,S
1655_02,Earth,False,TRAPPIST-1e,40.0,False,False,False,False,False,False,True,F,310.0,S
1656_01,Earth,False,TRAPPIST-1e,17.0,False,False,False,False,False,False,False,F,311.0,S
1657_01,Earth,False,TRAPPIST-1e,21.0,False,False,False,False,False,False,False,G,267.0,P
1658_01,Mars,False,TRAPPIST-1e,27.0,False,False,False,False,False,False,True,F,312.0,S
1659_01,Earth,False,TRAPPIST-1e,41.0,False,False,False,False,False,False,False,F,313.0,S
1660_01,Earth,False,TRAPPIST-1e,20.0,False,False,False,False,False,False,False,E,122.0,S
1661_01,Europa,False,TRAPPIST-1e,56.0,False,False,False,False,False,False,False,A,20.0,S
1661_02,Europa,False,TRAPPIST-1e,57.0,False,False,False,False,False,False,False,A,20.0,S
1661_03,Europa,True,TRAPPIST-1e,48.0,False,False,False,False,False,False,True,A,20.0,S
1661_04,Europa,False,TRAPPIST-1e,37.0,False,False,False,False,False,False,False,A,20.0,S
1662_01,Earth,False,PSO J318.5-22,20.0,False,False,False,False,False,False,False,F,314.0,S
1663_01,Earth,True,PSO J318.5-22,36.0,False,False,False,False,False,False,True,G,268.0,P
1666_01,Europa,False,TRAPPIST-1e,38.0,False,False,False,False,False,False,True,D,59.0,S
1668_01,Earth,False,TRAPPIST-1e,22.0,False,False,False,False,False,False,False,F,316.0,S
1669_01,Mars,False,TRAPPIST-1e,31.0,False,False,False,False,False,False,False,F,317.0,S
1669_02,Mars,True,TRAPPIST-1e,0.0,False,False,False,False,False,False,True,F,317.0,S
1669_03,Mars,False,55 Cancri e,21.0,False,False,False,False,False,False,False,F,317.0,S
1670_01,Earth,False,TRAPPIST-1e,49.0,False,False,False,False,False,False,False,G,269.0,P
1670_02,Earth,True,TRAPPIST-1e,44.0,False,False,False,False,False,False,False,G,269.0,P
1671_01,Europa,False,55 Cancri e,27.0,False,False,False,False,False,False,False,B,73.0,S
1672_01,Earth,False,TRAPPIST-1e,29.0,False,False,False,False,False,False,False,F,318.0,S
1673_01,Earth,False,55 Cancri e,16.0,False,False,False,False,False,False,False,F,330.0,P
1674_01,Earth,True,PSO J318.5-22,20.0,False,False,False,False,False,False,False,G,260.0,S
1676_01,Earth,True,TRAPPIST-1e,26.0,False,False,False,False,False,False,False,G,270.0,P
1677_01,Earth,False,TRAPPIST-1e,19.0,False,False,False,False,False,False,False,E,103.0,P
1681_01,Earth,False,TRAPPIST-1e,34.0,False,False,False,False,False,False,False,G,261.0,S
1682_01,Mars,True,TRAPPIST-1e,38.0,False,False,False,False,False,False,True,F,331.0,P
1685_01,Earth,False,55 Cancri e,51.0,False,False,False,False,False,False,False,F,427.0,S
1685_02,Earth,False,55 Cancri e,7.0,False,False,False,False,False,False,False,G,272.0,P
1685_03,Earth,True,TRAPPIST-1e,3.0,False,False,False,False,False,False,True,G,272.0,P
1687_01,Mars,False,TRAPPIST-1e,26.0,True,True,True,True,True,True,False,F,334.0,P
1688_01,Earth,False,TRAPPIST-1e,27.0,False,False,False,False,False,False,False,E,124.0,S
1688_02,Earth,True,TRAPPIST-1e,7.0,False,False,False,False,False,False,False,F,427.0,S
1688_03,Earth,True,TRAPPIST-1e,19.0,False,False,False,False,False,False,True,G,262.0,S
1690_01,Earth,False,TRAPPIST-1e,28.0,False,False,False,False,False,False,False,F,335.0,P
1691_01,Mars,False,TRAPPIST-1e,27.0,False,False,False,False,False,False,False,F,321.0,S
1694_01,Earth,True,PSO J318.5-22,31.0,False,False,False,False,False,False,True,G,263.0,S
1695_01,Earth,False,TRAPPIST-1e,26.0,False,False,False,False,False,False,False,G,264.0,S
1696_01,Europa,False,TRAPPIST-1e,43.0,False,False,False,False,False,False,False,B,55.0,P
1697_01,Earth,False,TRAPPIST-1e,23.0,False,False,False,False,False,False,False,G,274.0,P
1698_01,Earth,True,PSO J318.5-22,14.0,False,False,False,False,False,False,True,E,125.0,S
1699_01,Earth,False,55 Cancri e,47.0,False,False,False,False,False,False,True,F,336.0,P
1700_01,Europa,True,TRAPPIST-1e,17.0,False,False,False,False,False,False,True,B,74.0,S
1700_02,Europa,False,TRAPPIST-1e,64.0,False,False,False,False,False,False,False,B,74.0,S
1704_01,Mars,False,TRAPPIST-1e,13.0,False,False,False,False,False,False,False,D,60.0,S
1704_02,Mars,False,55 Cancri e,18.0,False,False,False,False,False,False,True,D,60.0,S
1705_01,Mars,False,TRAPPIST-1e,29.0,True,True,True,True,True,True,False,E,126.0,S
1708_01,Earth,False,PSO J318.5-22,70.0,False,False,False,False,False,False,False,F,338.0,P
1709_01,Mars,False,TRAPPIST-1e,23.0,False,False,False,False,False,False,False,F,326.0,S
1709_02,Mars,False,TRAPPIST-1e,23.0,False,False,False,False,False,False,True,D,61.0,S
1709_03,Mars,False,TRAPPIST-1e,35.0,False,False,False,False,False,False,False,F,427.0,S
1709_04,Mars,False,TRAPPIST-1e,17.0,False,False,False,False,False,False,False,E,127.0,S
1709_05,Mars,True,TRAPPIST-1e,26.0,False,False,False,False,False,False,True,F,326.0,S
1709_06,Mars,False,TRAPPIST-1e,15.0,False,False,False,False,False,False,False,D,61.0,S
1709_07,Mars,False,TRAPPIST-1e,19.0,False,False,False,False,False,False,False,F,326.0,S
1710_01,Earth,True,PSO J318.5-22,20.0,False,False,False,False,False,False,True,G,276.0,P
1711_01,Earth,False,TRAPPIST-1e,51.0,False,False,False,False,False,False,False,F,327.0,S
1712_01,Mars,False,TRAPPIST-1e,17.0,False,False,False,False,False,False,False,F,339.0,P
1712_02,Mars,False,TRAPPIST-1e,27.0,False,False,False,False,False,False,False,F,339.0,P
1713_01,Earth,False,TRAPPIST-1e,43.0,False,False,False,False,False,False,False,G,277.0,P
1714_01,Earth,False,TRAPPIST-1e,5.0,False,False,False,False,False,False,False,G,265.0,S
1715_01,Earth,True,TRAPPIST-1e,17.0,False,False,False,False,False,False,False,G,266.0,S
1717_01,Earth,False,TRAPPIST-1e,40.0,False,False,False,False,False,False,True,E,105.0,P
1717_02,Earth,False,TRAPPIST-1e,38.0,False,False,False,False,False,False,False,E,105.0,P
1718_01,Earth,True,TRAPPIST-1e,20.0,False,False,False,False,False,False,True,F,427.0,S
1719_01,Earth,True,TRAPPIST-1e,13.0,False,False,False,False,False,False,False,G,278.0,P
1721_01,Earth,False,TRAPPIST-1e,15.0,False,False,False,False,False,False,False,F,341.0,P
1723_01,Earth,False,TRAPPIST-1e,15.0,False,False,False,False,False,False,False,E,128.0,S
1724_01,Europa,False,55 Cancri e,59.0,False,False,False,False,False,False,True,A,21.0,S
1725_01,Earth,False,TRAPPIST-1e,24.0,False,False,False,False,False,False,False,F,328.0,S
1727_01,Mars,True,TRAPPIST-1e,27.0,False,False,False,False,False,False,True,F,342.0,P
1727_02,Mars,False,55 Cancri e,52.0,False,False,False,False,False,False,False,D,54.0,P
1728_01,Earth,False,TRAPPIST-1e,38.0,False,False,False,False,False,False,False,G,280.0,P
1729_01,Earth,False,TRAPPIST-1e,26.0,False,False,False,False,False,False,True,F,343.0,P
1730_01,Earth,False,55 Cancri e,17.0,False,False,False,False,False,False,True,E,106.0,P
1731_01,Earth,True,PSO J318.5-22,17.0,False,False,False,False,False,False,True,G,281.0,P
1731_02,Earth,False,55 Cancri e,20.0,False,False,False,False,False,False,True,G,281.0,P
1733_01,Earth,False,TRAPPIST-1e,15.0,False,False,False,False,False,False,False,F,344.0,P
1734_01,Earth,True,TRAPPIST-1e,30.0,False,False,False,False,False,False,True,G,283.0,P
1736_01,Earth,True,PSO J318.5-22,22.0,False,False,False,False,False,False,False,G,284.0,P
1738_01,Earth,False,TRAPPIST-1e,18.0,False,False,False,False,False,False,False,E,129.0,S
1738_02,Earth,True,55 Cancri e,22.0,False,False,False,False,False,False,True,G,268.0,S
1739_01,Earth,True,PSO J318.5-22,20.0,False,False,False,False,False,False,True,G,269.0,S
1740_01,Earth,False,TRAPPIST-1e,22.0,False,False,False,False,False,False,False,G,270.0,S
1742_01,Mars,False,PSO J318.5-22,34.0,True,True,True,True,True,True,False,D,55.0,P
1745_01,Europa,False,TRAPPIST-1e,28.0,False,False,False,False,False,False,False,E,130.0,S
1746_01,Mars,True,TRAPPIST-1e,50.0,False,False,False,False,False,False,True,F,331.0,S
1747_01,Earth,False,55 Cancri e,19.0,False,False,False,False,False,False,True,G,271.0,S
1748_01,Earth,False,TRAPPIST-1e,21.0,False,False,False,False,False,False,False,G,287.0,P
1748_02,Earth,False,TRAPPIST-1e,0.0,False,False,False,False,False,False,False,G,287.0,P
1748_03,Earth,False,TRAPPIST-1e,4.0,False,False,False,False,False,False,True,G,287.0,P
1749_01,Earth,True,PSO J318.5-22,59.0,False,False,False,False,False,False,False,G,288.0,P
1752_01,Earth,False,55 Cancri e,15.0,False,False,False,False,False,False,True,F,333.0,S
1753_01,Earth,True,TRAPPIST-1e,24.0,False,False,False,False,False,False,True,G,272.0,S
1755_01,Earth,True,TRAPPIST-1e,26.0,False,False,False,False,False,False,False,G,273.0,S
1757_01,Earth,False,TRAPPIST-1e,67.0,False,False,False,False,False,False,False,F,334.0,S
1758_01,Earth,False,TRAPPIST-1e,55.0,False,False,False,False,False,False,False,G,274.0,S
1760_01,Earth,False,TRAPPIST-1e,50.0,False,False,False,False,False,False,False,F,336.0,S
1761_01,Earth,False,55 Cancri e,23.0,False,False,False,False,False,False,False,F,347.0,P
1762_01,Earth,False,PSO J318.5-22,21.0,False,False,False,False,False,False,True,E,132.0,S
1762_02,Earth,False,TRAPPIST-1e,15.0,False,False,False,False,False,False,False,G,275.0,S
1763_01,Europa,False,TRAPPIST-1e,41.0,False,False,False,False,False,False,True,E,133.0,S
1764_01,Mars,True,TRAPPIST-1e,59.0,False,False,False,False,False,False,True,F,337.0,S
1764_02,Mars,False,TRAPPIST-1e,18.0,False,False,False,False,False,False,False,E,134.0,S
1766_01,Earth,False,55 Cancri e,21.0,False,False,False,False,False,False,False,F,338.0,S
1767_01,Europa,True,55 Cancri e,14.0,False,False,False,False,False,False,True,C,65.0,S
1767_02,Europa,False,TRAPPIST-1e,50.0,False,False,False,False,False,False,True,C,65.0,S
1767_03,Europa,False,TRAPPIST-1e,32.0,False,False,False,False,False,False,True,C,65.0,S
1767_04,Europa,True,TRAPPIST-1e,46.0,False,False,False,False,False,False,True,C,65.0,S
1768_01,Earth,False,TRAPPIST-1e,27.0,False,False,False,False,False,False,False,G,276.0,S
1769_01,Mars,True,TRAPPIST-1e,58.0,False,False,False,False,False,False,True,F,339.0,S
1770_01,Europa,True,55 Cancri e,15.0,False,False,False,False,False,False,True,B,75.0,S
1771_01,Earth,False,TRAPPIST-1e,35.0,False,False,False,False,False,False,True,G,291.0,P
1772_01,Mars,False,TRAPPIST-1e,30.0,False,False,False,False,False,False,False,F,348.0,P
1774_01,Mars,True,TRAPPIST-1e,30.0,False,False,False,False,False,False,True,E,135.0,S
1775_01,Earth,False,TRAPPIST-1e,43.0,False,False,False,False,False,False,True,G,277.0,S
1776_01,Earth,False,TRAPPIST-1e,21.0,False,False,False,False,False,False,False,G,278.0,S
1778_01,Earth,True,PSO J318.5-22,15.0,False,False,False,False,False,False,False,G,279.0,S
1779_01,Earth,False,55 Cancri e,37.0,False,False,False,False,False,False,True,F,349.0,P
1781_01,Europa,False,55 Cancri e,28.0,False,False,False,False,False,False,True,C,66.0,S
1782_01,Earth,True,TRAPPIST-1e,28.0,False,False,False,False,False,False,False,F,427.0,S
1782_02,Earth,False,TRAPPIST-1e,40.0,False,False,False,False,False,False,False,F,341.0,S
1783_01,Earth,False,55 Cancri e,42.0,False,False,False,False,False,False,False,G,281.0,S
1783_02,Earth,True,PSO J318.5-22,21.0,False,False,False,False,False,False,False,G,281.0,S
1785_01,Mars,True,55 Cancri e,31.0,False,False,False,False,False,False,False,E,107.0,P
1786_01,Earth,False,TRAPPIST-1e,51.0,False,False,False,False,False,False,False,F,342.0,S
1792_01,Mars,False,TRAPPIST-1e,73.0,False,False,False,False,False,False,False,F,352.0,P
1796_01,Europa,True,TRAPPIST-1e,26.0,False,False,False,False,False,False,True,C,67.0,S
1797_01,Europa,True,55 Cancri e,33.0,False,False,False,False,False,False,True,B,57.0,P
1798_01,Earth,False,TRAPPIST-1e,39.0,False,False,False,False,False,False,False,E,137.0,S
1799_01,Earth,False,TRAPPIST-1e,19.0,False,False,False,False,False,False,False,G,295.0,P
1800_01,Earth,False,55 Cancri e,12.0,False,False,False,False,False,False,True,G,283.0,S
1800_02,Earth,True,55 Cancri e,10.0,False,False,False,False,False,False,False,G,283.0,S
1800_03,Earth,True,TRAPPIST-1e,0.0,False,False,False,False,False,False,False,G,283.0,S
1800_04,Earth,False,TRAPPIST-1e,0.0,False,False,False,False,False,False,True,G,283.0,S
1800_05,Earth,True,TRAPPIST-1e,1.0,False,False,False,False,False,False,True,G,283.0,S
1802_01,Earth,False,TRAPPIST-1e,33.0,False,False,False,False,False,False,False,E,109.0,P
1803_01,Earth,False,55 Cancri e,23.0,False,False,False,False,False,False,False,F,354.0,P
1804_01,Mars,True,TRAPPIST-1e,5.0,False,False,False,False,False,False,True,F,355.0,P
1805_01,Earth,True,TRAPPIST-1e,24.0,False,False,False,False,False,False,True,G,284.0,S
1806_01,Mars,False,TRAPPIST-1e,26.0,False,False,False,False,False,False,False,E,138.0,S
1807_01,Europa,False,55 Cancri e,30.0,False,False,False,False,False,False,False,B,58.0,P
1808_01,Earth,False,TRAPPIST-1e,33.0,False,False,False,False,False,False,False,F,346.0,S
1810_01,Mars,False,TRAPPIST-1e,56.0,False,False,False,False,False,False,False,F,356.0,P
1811_01,Earth,True,PSO J318.5-22,25.0,False,False,False,False,False,False,True,G,285.0,S
1811_02,Earth,False,TRAPPIST-1e,27.0,False,False,False,False,False,False,False,F,347.0,S
1812_01,Earth,False,TRAPPIST-1e,25.0,False,False,False,False,False,False,True,F,357.0,P
1813_01,Earth,False,55 Cancri e,18.0,False,False,False,False,False,False,False,F,358.0,P
1816_01,Europa,False,TRAPPIST-1e,60.0,True,True,True,True,True,True,True,C,68.0,S
1816_02,Europa,False,TRAPPIST-1e,41.0,False,False,False,False,False,False,True,C,68.0,S
1817_01,Earth,False,PSO J318.5-22,16.0,False,False,False,False,False,False,False,F,349.0,S
1818_01,Earth,True,TRAPPIST-1e,17.0,False,False,False,False,False,False,True,G,297.0,P
1821_01,Earth,False,TRAPPIST-1e,26.0,False,False,False,False,False,False,False,G,298.0,P
1822_01,Earth,False,TRAPPIST-1e,31.0,False,False,False,False,False,False,True,G,299.0,P
1823_01,Earth,False,TRAPPIST-1e,67.0,False,False,False,False,False,False,True,F,427.0,S
1826_01,Earth,False,55 Cancri e,16.0,False,False,False,False,False,False,False,F,351.0,S
1827_01,Earth,False,55 Cancri e,24.0,False,False,False,False,False,False,False,F,352.0,S
1828_01,Earth,False,TRAPPIST-1e,19.0,False,False,False,False,False,False,True,F,361.0,P
1829_01,Europa,False,55 Cancri e,48.0,False,False,False,False,False,False,True,D,56.0,P
1829_02,Europa,False,TRAPPIST-1e,30.0,False,False,False,False,False,False,True,D,56.0,P
1829_03,Europa,False,TRAPPIST-1e,22.0,False,False,False,False,False,False,True,D,56.0,P
1829_04,Europa,False,TRAPPIST-1e,28.0,True,True,True,True,True,True,True,D,56.0,P
1829_05,Europa,True,55 Cancri e,23.0,False,False,False,False,False,False,True,D,56.0,P
1829_06,Europa,False,TRAPPIST-1e,29.0,False,False,False,False,False,False,False,D,56.0,P
1831_01,Earth,True,TRAPPIST-1e,22.0,False,False,False,False,False,False,False,G,288.0,S
1833_01,Europa,False,55 Cancri e,48.0,False,False,False,False,False,False,False,C,61.0,P
1834_01,Mars,False,TRAPPIST-1e,26.0,False,False,False,False,False,False,True,F,354.0,S
1836_01,Earth,False,TRAPPIST-1e,23.0,False,False,False,False,False,False,True,F,362.0,P
1841_01,Earth,False,TRAPPIST-1e,55.0,False,False,False,False,False,False,False,F,365.0,P
1843_01,Europa,False,TRAPPIST-1e,46.0,False,False,False,False,False,False,False,E,112.0,P
1844_01,Earth,False,PSO J318.5-22,38.0,False,False,False,False,False,False,False,F,355.0,S
1844_02,Earth,True,TRAPPIST-1e,2.0,False,False,False,False,False,False,True,G,289.0,S
1844_03,Earth,True,TRAPPIST-1e,3.0,False,False,False,False,False,False,True,G,289.0,S
1846_01,Earth,False,TRAPPIST-1e,20.0,False,False,False,False,False,False,False,F,366.0,P
1847_01,Earth,False,TRAPPIST-1e,65.0,False,False,False,False,False,False,False,G,290.0,S
1848_01,Earth,False,TRAPPIST-1e,27.0,False,False,False,False,False,False,False,G,291.0,S
1849_01,Earth,False,TRAPPIST-1e,25.0,False,False,False,False,False,False,False,F,367.0,P
1850_01,Earth,False,PSO J318.5-22,54.0,False,False,False,False,False,False,False,F,356.0,S
1850_02,Earth,False,55 Cancri e,25.0,False,False,False,False,False,False,False,F,356.0,S
1853_01,Earth,True,TRAPPIST-1e,14.0,False,False,False,False,False,False,True,G,302.0,P
1854_01,Europa,False,55 Cancri e,53.0,False,False,False,False,False,False,True,A,22.0,S
1855_01,Earth,True,TRAPPIST-1e,0.0,False,False,False,False,False,False,True,G,303.0,P
1855_02,Earth,False,TRAPPIST-1e,39.0,False,False,False,False,False,False,False,E,113.0,P
1856_01,Earth,False,TRAPPIST-1e,22.0,False,False,False,False,False,False,True,F,368.0,P
1857_01,Mars,False,55 Cancri e,31.0,False,False,False,False,False,False,False,D,63.0,S
1859_01,Mars,True,TRAPPIST-1e,24.0,False,False,False,False,False,False,True,F,357.0,S
1860_01,Europa,False,TRAPPIST-1e,35.0,True,True,True,True,True,True,False,A,13.0,P
1860_02,Europa,False,55 Cancri e,35.0,False,False,False,False,False,False,False,A,13.0,P
1861_01,Mars,True,TRAPPIST-1e,32.0,False,False,False,False,False,False,True,F,358.0,S
1861_02,Mars,False,TRAPPIST-1e,61.0,False,False,False,False,False,False,False,F,358.0,S
1863_01,Earth,False,55 Cancri e,58.0,False,False,False,False,False,False,True,F,370.0,P
1864_01,Mars,False,TRAPPIST-1e,26.0,False,False,False,False,False,False,False,D,64.0,S
1865_01,Earth,True,TRAPPIST-1e,4.0,False,False,False,False,False,False,False,G,292.0,S
1865_02,Earth,False,TRAPPIST-1e,1.0,False,False,False,False,False,False,False,G,292.0,S
1865_03,Earth,False,TRAPPIST-1e,8.0,False,False,False,False,False,False,True,G,292.0,S
1865_04,Earth,False,TRAPPIST-1e,7.0,False,False,False,False,False,False,False,G,292.0,S
1865_05,Earth,False,TRAPPIST-1e,25.0,False,False,False,False,False,False,False,G,292.0,S
